City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Tautira,PF,2022-06-09 17:52:26,-17.7333,-149.15,78.82,76,22,9.22
281,Turukhansk,RU,2022-06-09 17:52:27,65.8167,87.9833,47.1,49,34,4.38
282,Gazojak,TM,2022-06-09 17:52:27,41.1875,61.4036,85.84,16,0,13.06
283,Toledo,ES,2022-06-09 17:47:30,39.8333,-4.0,88.27,25,11,6.78
284,Alyangula,AU,2022-06-09 17:52:28,-13.8483,136.4192,72.9,57,92,17.13
285,Damara,CF,2022-06-09 17:52:28,4.9608,18.7035,76.55,70,100,3.15
286,Saint-Jerome,CA,2022-06-09 17:52:34,45.7804,-74.0036,60.58,88,100,8.05
287,Goderich,CA,2022-06-09 17:52:37,43.7501,-81.7165,59.92,82,28,5.75
288,Methoni,GR,2022-06-09 17:52:37,36.8197,21.7049,77.22,86,56,5.3
289,Poum,NC,2022-06-09 17:52:37,-20.2333,164.0167,74.52,81,100,8.77
290,Sobolevo,RU,2022-06-09 17:52:38,54.4299,31.8996,65.98,85,14,5.3
291,Cairns,AU,2022-06-09 17:52:38,-16.9167,145.7667,69.75,60,100,10.36
292,Assiniboia,CA,2022-06-09 17:52:38,49.6334,-105.9845,69.62,37,99,9.22
293,Lompoc,US,2022-06-09 17:52:39,34.6391,-120.4579,82.69,62,0,5.75
294,Strelka,RU,2022-06-09 17:52:39,58.0728,93.0344,49.48,90,39,1.54
295,Ipatinga,BR,2022-06-09 17:52:39,-19.4683,-42.5367,84.27,32,0,9.22
